meter_id,timestamp,actual_energy,expected_energy,prediction_error,is_anomaly
M0001,2026-01-25 19:30:00,4.684,4.80332,0.11931993103027327,False
M0001,2026-01-25 19:45:00,4.802,4.685764,0.11623616409301718,False
M0001,2026-01-25 20:00:00,4.678,4.590628,0.0873718528747558,False
M0001,2026-01-25 20:15:00,4.638,4.6369405,0.0010595207214354474,False
M0001,2026-01-25 20:30:00,4.538,4.7034073,0.165407287597656,False
M0001,2026-01-25 20:45:00,4.675,4.556977,0.11802320480346662,False
M0001,2026-01-25 21:00:00,4.525,4.6672254,0.14222536087036097,False
M0001,2026-01-25 21:15:00,4.662,4.678202,0.016202152252197344,False
M0001,2026-01-25 21:30:00,4.827,4.7659626,0.061037399291992145,False
M0001,2026-01-25 21:45:00,4.567,4.6916785,0.12467852401733381,False
M0001,2026-01-25 22:00:00,2.137,2.158476,0.02147611427307128,False
M0001,2026-01-25 22:15:00,2.216,2.0828123,0.13318769073486347,False
M0001,2026-01-25 22:30:00,2.291,2.077001,0.2139989051818847,True
M0001,2026-01-25 22:45:00,2.355,2.0837562,0.2712437915802002,True
M0001,2026-01-25 23:00:00,2.103,2.015557,0.08744294929504415,False
M0001,2026-01-25 23:15:00,2.367,2.0889995,0.2780004901885986,True
M0001,2026-01-25 23:30:00,2.053,1.9646608,0.08833923625946039,False
M0001,2026-01-25 23:45:00,1.994,2.035138,0.041137891769409185,False
M0001,2026-01-26 00:00:00,1.775,1.459004,0.31599595546722403,True
M0001,2026-01-26 00:15:00,1.152,1.4732178,0.3212178449630738,True
M0001,2026-01-26 00:30:00,1.487,1.4597917,0.02720833969116221,False
M0001,2026-01-26 00:45:00,1.221,1.3697141,0.14871414089202872,False
M0001,2026-01-26 01:00:00,1.413,1.4787948,0.0657948131561279,False
M0001,2026-01-26 01:15:00,1.235,1.569298,0.33429802894592275,True
M0001,2026-01-26 01:30:00,1.297,1.6426526,0.3456526308059693,True
M0001,2026-01-26 01:45:00,1.363,1.4259427,0.06294265937805177,False
M0001,2026-01-26 02:00:00,1.339,1.6472179,0.308217869758606,True
M0001,2026-01-26 02:15:00,1.525,1.4471744,0.07782557010650626,False
M0001,2026-01-26 02:30:00,1.681,1.4559681,0.22503185844421392,True
M0001,2026-01-26 02:45:00,1.585,1.4289469,0.15605314731597897,False
M0001,2026-01-26 03:00:00,1.361,1.3838053,0.02280527496337892,False
M0001,2026-01-26 03:15:00,1.551,1.4934026,0.05759739971160882,False
M0001,2026-01-26 03:30:00,1.577,1.4793215,0.09767852020263668,False
M0001,2026-01-26 03:45:00,1.569,1.3764312,0.19256877326965327,True
M0001,2026-01-26 04:00:00,1.247,1.3925589,0.14555893230438222,False
M0001,2026-01-26 04:15:00,1.445,1.3381361,0.106863923072815,False
M0001,2026-01-26 04:30:00,1.428,1.3746413,0.05335870075225824,False
M0001,2026-01-26 04:45:00,1.435,1.3647926,0.07020741462707525,False
M0001,2026-01-26 05:00:00,1.488,1.3968942,0.0911057834625244,False
M0001,2026-01-26 05:15:00,1.381,1.4891748,0.10817484283447265,False
M0001,2026-01-26 05:30:00,0.967,1.4659145,0.49891448783874515,True
M0001,2026-01-26 05:45:00,1.596,1.3910745,0.2049254617691041,True
M0001,2026-01-26 06:00:00,2.657,2.570191,0.08680909347534183,False
M0001,2026-01-26 06:15:00,2.567,2.545465,0.02153500747680681,False
M0001,2026-01-26 06:30:00,2.601,2.7217321,0.12073213958740237,False
M0001,2026-01-26 06:45:00,2.319,2.5820856,0.2630856094360352,True
M0001,2026-01-26 07:00:00,2.586,2.521627,0.06437305068969712,False
M0001,2026-01-26 07:15:00,2.693,2.5750947,0.11790530014038092,False
M0001,2026-01-26 07:30:00,2.674,2.5100374,0.16396257781982415,False
M0001,2026-01-26 07:45:00,2.548,2.5731566,0.025156595230102496,False
M0001,2026-01-26 08:00:00,2.357,2.4959838,0.13898383903503397,False
M0001,2026-01-26 08:15:00,2.166,2.4679313,0.3019312705993653,True
M0001,2026-01-26 08:30:00,2.369,2.5732071,0.20420713996887185,True
M0001,2026-01-26 08:45:00,2.652,2.5340917,0.11790828895568861,False
M0001,2026-01-26 09:00:00,2.874,2.7773192,0.09668080711364757,False
M0001,2026-01-26 09:15:00,2.757,2.790269,0.03326889801025379,False
M0001,2026-01-26 09:30:00,2.893,2.8362648,0.05673515129089335,False
M0001,2026-01-26 09:45:00,2.861,2.8331945,0.027805505752563686,False
M0001,2026-01-26 10:00:00,2.836,2.811837,0.0241630420684813,False
M0001,2026-01-26 10:15:00,2.999,2.8036978,0.1953021755218507,True
M0001,2026-01-26 10:30:00,3.09,2.8503158,0.23968419075012193,True
M0001,2026-01-26 10:45:00,3.055,2.817875,0.23712509155273453,True
M0001,2026-01-26 11:00:00,2.731,2.7585638,0.02756375694274915,False
M0001,2026-01-26 11:15:00,2.927,2.7667096,0.16029043388366704,False
M0001,2026-01-26 11:30:00,2.873,2.7929552,0.08004483985900901,False
M0001,2026-01-26 11:45:00,2.909,2.817988,0.09101208114624004,False
M0001,2026-01-26 12:00:00,2.856,2.810121,0.04587894058227526,False
M0001,2026-01-26 12:15:00,2.714,2.7671595,0.05315946197509769,False
M0001,2026-01-26 12:30:00,2.572,2.7979083,0.2259083061218261,True
M0001,2026-01-26 12:45:00,2.863,2.7743425,0.08865746307373046,False
M0001,2026-01-26 13:00:00,2.636,2.8058455,0.16984549903869617,False
M0001,2026-01-26 13:15:00,2.699,2.7173781,0.018378139495849766,False
M0001,2026-01-26 13:30:00,2.8,2.7776272,0.022372770309448065,False
M0001,2026-01-26 13:45:00,2.84,2.7757342,0.0642658138275145,False
M0001,2026-01-26 14:00:00,3.131,2.7410247,0.3899752674102781,True
M0001,2026-01-26 14:15:00,3.075,2.812655,0.26234502792358416,True
M0001,2026-01-26 14:30:00,2.627,2.8636525,0.23665246772766135,True
M0001,2026-01-26 14:45:00,2.751,2.7339416,0.01705844497680653,False
M0001,2026-01-26 15:00:00,2.921,2.8592494,0.06175064659118634,False
M0001,2026-01-26 15:15:00,3.037,2.8094742,0.22752577018737785,True
M0001,2026-01-26 15:30:00,2.818,2.7967496,0.021250408172607482,False
M0001,2026-01-26 15:45:00,2.659,2.8829725,0.22397247886657734,True
M0001,2026-01-26 16:00:00,2.748,2.7767038,0.028703834533691186,False
M0001,2026-01-26 16:15:00,2.703,2.8052454,0.10224539947509781,False
M0001,2026-01-26 16:30:00,2.786,2.9218957,0.1358957424163818,False
M0001,2026-01-26 16:45:00,3.02,2.90782,0.11218001365661623,False
M0001,2026-01-26 17:00:00,4.043,4.210744,0.16774390411376938,False
M0001,2026-01-26 17:15:00,4.201,4.2719707,0.07097074890136756,False
M0001,2026-01-26 17:30:00,4.205,4.2250743,0.020074291229247976,False
M0001,2026-01-26 17:45:00,4.195,4.2209945,0.025994472503661825,False
M0001,2026-01-26 18:00:00,4.243,4.152919,0.09008118438720736,False
M0001,2026-01-26 18:15:00,4.173,4.1324763,0.040523670196533246,False
M0001,2026-01-26 18:30:00,4.34,4.1781135,0.16188653945922837,False
M0001,2026-01-26 18:45:00,4.348,4.144268,0.203731964111328,True
M0001,2026-01-26 19:00:00,4.263,4.24188,0.021120059967040916,False
M0001,2026-01-26 19:15:00,4.114,4.2228293,0.10882934188842786,False
M0001,2026-01-26 19:30:00,4.056,4.2702055,0.21420549774169917,True
M0001,2026-01-26 19:45:00,4.097,4.213846,0.11684620666503864,False
M0001,2026-01-26 20:00:00,4.106,4.2177877,0.11178774261474622,False
M0001,2026-01-26 20:15:00,4.3,4.263302,0.03669815063476545,False
M0001,2026-01-26 20:30:00,4.213,4.27532,0.06232005310058586,False
M0001,2026-01-26 20:45:00,4.166,4.170504,0.004504093170165646,False
M0001,2026-01-26 21:00:00,4.282,4.1979017,0.08409827423095706,False
M0001,2026-01-26 21:15:00,4.286,4.1279945,0.15800546264648396,False
M0001,2026-01-26 21:30:00,4.29,4.105767,0.18423322677612308,True
M0001,2026-01-26 21:45:00,4.236,4.2240524,0.011947570800781016,False
M0001,2026-01-26 22:00:00,1.882,2.0706928,0.1886927776336671,True
M0001,2026-01-26 22:15:00,1.855,1.9349816,0.07998158454895021,False
M0001,2026-01-26 22:30:00,2.01,1.9111508,0.09884918689727762,False
M0001,2026-01-26 22:45:00,1.908,1.8936456,0.014354355812072672,False
M0001,2026-01-26 23:00:00,1.927,2.0152676,0.08826761054992671,False
M0001,2026-01-26 23:15:00,2.162,1.9627494,0.1992506380081176,True
M0001,2026-01-26 23:30:00,1.988,1.9549438,0.03305622386932372,False
M0001,2026-01-26 23:45:00,2.196,2.0318768,0.16412319755554217,False
M0001,2026-01-27 00:00:00,1.321,1.5354044,0.21440444374084477,True
M0001,2026-01-27 00:15:00,1.516,1.4434532,0.07254680728912355,False
M0001,2026-01-27 00:30:00,1.651,1.3869419,0.26405809020996096,True
M0001,2026-01-27 00:45:00,1.355,1.366707,0.011706967353820819,False
M0001,2026-01-27 01:00:00,1.237,1.369389,0.13238905715942373,False
M0001,2026-01-27 01:15:00,1.4180000000000001,1.3983989,0.019601123809814602,False
M0001,2026-01-27 01:30:00,1.599,1.3042408,0.29475917720794675,True
M0001,2026-01-27 01:45:00,1.238,1.4340464,0.19604638767242433,True
M0001,2026-01-27 02:00:00,1.558,1.4145616,0.14343837070465093,False
M0001,2026-01-27 02:15:00,1.214,1.4502002,0.23620020008087161,True
M0001,2026-01-27 02:30:00,1.264,1.3982989,0.13429885959625243,False
M0001,2026-01-27 02:45:00,1.378,1.4427494,0.06474938106536876,False
M0001,2026-01-27 03:00:00,1.607,1.4085429,0.19845712852478026,True
M0001,2026-01-27 03:15:00,1.596,1.486518,0.10948197460174569,False
M0001,2026-01-27 03:30:00,1.197,1.4341682,0.23716821956634515,True
M0001,2026-01-27 03:45:00,1.605,1.3615228,0.24347720623016356,True
M0001,2026-01-27 04:00:00,1.302,1.4137144,0.11171440887451167,False
M0001,2026-01-27 04:15:00,1.286,1.354452,0.06845201396942135,False
M0001,2026-01-27 04:30:00,1.363,1.4328439,0.0698439235687256,False
M0001,2026-01-27 04:45:00,1.365,1.3586254,0.006374588012695304,False
M0001,2026-01-27 05:00:00,1.38,1.4283605,0.04836046218872081,False
M0001,2026-01-27 05:15:00,1.351,1.4041818,0.05318183803558352,False
M0001,2026-01-27 05:30:00,1.593,1.4905714,0.10242862033843991,False
M0001,2026-01-27 05:45:00,1.251,1.4526403,0.20164029502868663,True
M0001,2026-01-27 06:00:00,2.792,2.4503837,0.3416163368225096,True
M0001,2026-01-27 06:15:00,2.39,2.5378888,0.14788876533508288,False
M0001,2026-01-27 06:30:00,2.693,2.5113018,0.1816982440948487,True
M0001,2026-01-27 06:45:00,2.275,2.493229,0.2182289123535157,True
M0001,2026-01-27 07:00:00,2.636,2.5465543,0.08944567298889172,False
M0001,2026-01-27 07:15:00,2.565,2.5598116,0.0051884078979491655,False
M0001,2026-01-27 07:30:00,2.302,2.4114943,0.10949425506591792,False
M0001,2026-01-27 07:45:00,2.581,2.5134187,0.06758132553100582,False
M0001,2026-01-27 08:00:00,2.461,2.5518353,0.09083529853820815,False
M0001,2026-01-27 08:15:00,2.69,2.2189162,0.47108382225036616,True
M0001,2026-01-27 08:30:00,2.317,2.557918,0.240918071746826,True
M0001,2026-01-27 08:45:00,2.595,2.5502949,0.04470512390136738,False
M0001,2026-01-27 09:00:00,2.829,2.798898,0.030102018356323423,False
M0001,2026-01-27 09:15:00,2.841,2.8150413,0.025958696365356637,False
M0001,2026-01-27 09:30:00,2.77,2.8462658,0.07626579284667967,False
M0001,2026-01-27 09:45:00,3.197,2.85686,0.34014007759094245,True
M0001,2026-01-27 10:00:00,2.839,2.887141,0.0481409893035889,False
M0001,2026-01-27 10:15:00,2.86,2.8230374,0.03696261405944812,False
M0001,2026-01-27 10:30:00,2.936,2.8503077,0.08569229698181147,False
M0001,2026-01-27 10:45:00,2.975,2.7976217,0.177378273010254,False
M0001,2026-01-27 11:00:00,2.77,2.8331432,0.06314323425292967,False
M0001,2026-01-27 11:15:00,3.01,2.8316805,0.17831946372985819,False
M0001,2026-01-27 11:30:00,2.669,2.8252926,0.1562925872802734,False
M0001,2026-01-27 11:45:00,2.684,2.765562,0.08156205749511702,False
M0001,2026-01-27 12:00:00,2.873,2.7761767,0.09682330894470237,False
M0001,2026-01-27 12:15:00,2.805,2.7746844,0.030315570831298988,False
M0001,2026-01-27 12:30:00,2.944,2.7728786,0.171121353149414,False
M0001,2026-01-27 12:45:00,2.765,2.8314562,0.0664561843872069,False
M0001,2026-01-27 13:00:00,2.916,2.8051646,0.1108354244232177,False
M0001,2026-01-27 13:15:00,2.763,2.8576086,0.09460855674743662,False
M0001,2026-01-27 13:30:00,2.739,2.8040478,0.06504782295227063,False
M0001,2026-01-27 13:45:00,2.932,2.7979784,0.1340215988159179,False
M0001,2026-01-27 14:00:00,2.711,2.8375723,0.12657233619689956,False
M0001,2026-01-27 14:15:00,2.835,2.8453376,0.01033762931823734,False
M0001,2026-01-27 14:30:00,2.49,2.786619,0.2966189479827879,True
M0001,2026-01-27 14:45:00,2.849,2.814027,0.03497292900085469,False
M0001,2026-01-27 15:00:00,3.03,2.7766235,0.2533765125274656,True
M0001,2026-01-27 15:15:00,2.836,2.8222332,0.013766799926757667,False
M0001,2026-01-27 15:30:00,2.67,2.7901974,0.12019737243652351,False
M0001,2026-01-27 15:45:00,2.776,2.7979949,0.021994852066040238,False
M0001,2026-01-27 16:00:00,2.7,2.8197732,0.11977319717407209,False
M0001,2026-01-27 16:15:00,2.892,2.8217275,0.07027248573303213,False
M0001,2026-01-27 16:30:00,2.927,2.7939744,0.13302560043334966,False
M0001,2026-01-27 16:45:00,2.904,2.815452,0.08854790115356437,False
M0001,2026-01-27 17:00:00,4.293,4.2053165,0.08768345642089859,False
M0001,2026-01-27 17:15:00,4.155,4.283792,0.1287920188903806,False
M0001,2026-01-27 17:30:00,4.111,4.277758,0.16675812149047875,False
M0001,2026-01-27 17:45:00,4.133,4.2567215,0.12372149658203124,False
M0001,2026-01-27 18:00:00,4.112,4.1873264,0.07532643127441396,False
M0001,2026-01-27 18:15:00,4.022,4.2948747,0.27287466812133765,True
M0001,2026-01-27 18:30:00,4.196,4.233207,0.03720722579956082,False
M0001,2026-01-27 18:45:00,4.069,4.1938877,0.12488771057128911,False
M0001,2026-01-27 19:00:00,4.288,4.2759767,0.012023342132568615,False
M0001,2026-01-27 19:15:00,4.375,4.2496424,0.12535762786865234,False
M0001,2026-01-27 19:30:00,4.017,4.1624937,0.14549370574951137,False
M0001,2026-01-27 19:45:00,4.056,4.186513,0.13051294708251948,False
M0001,2026-01-27 20:00:00,4.213,4.1859946,0.027005374908447344,False
M0001,2026-01-27 20:15:00,4.024,4.0970263,0.07302634811401365,False
M0001,2026-01-27 20:30:00,4.263,4.287525,0.024525177001953224,False
M0001,2026-01-27 20:45:00,3.818,4.288356,0.4703558273315429,True
M0001,2026-01-27 21:00:00,4.419,4.2057962,0.2132037582397457,True
M0001,2026-01-27 21:15:00,3.945,4.2659426,0.32094257354736344,True
M0001,2026-01-27 21:30:00,4.229,4.2695293,0.040529342651367095,False
M0001,2026-01-27 21:45:00,4.145,4.2897596,0.1447596359252934,False
M0001,2026-01-27 22:00:00,2.259,2.0342336,0.22476642990112294,True
M0001,2026-01-27 22:15:00,1.904,1.9916726,0.08767263507843026,False
M0001,2026-01-27 22:30:00,1.925,1.9194359,0.0055641412734985796,False
M0001,2026-01-27 22:45:00,1.857,1.9199195,0.062919490814209,False
M0001,2026-01-27 23:00:00,1.791,1.9138803,0.12288034820556648,False
M0001,2026-01-27 23:15:00,2.101,2.0819256,0.01907436943054197,False
M0001,2026-01-27 23:30:00,1.719,2.0496793,0.3306792793273925,True
M0001,2026-01-27 23:45:00,1.949,2.0261796,0.077179552078247,False
M0001,2026-01-28 00:00:00,1.24,1.3964707,0.15647066593170167,False
M0001,2026-01-28 00:15:00,1.203,1.3791449,0.1761449069976806,False
M0001,2026-01-28 00:30:00,1.456,1.3572953,0.09870472526550289,False
M0001,2026-01-28 00:45:00,1.333,1.2848028,0.04819720554351803,False
M0001,2026-01-28 01:00:00,1.513,1.4517646,0.061235416412353416,False
M0001,2026-01-28 01:15:00,1.288,1.4816719,0.193671929359436,True
M0001,2026-01-28 01:30:00,1.26,1.3586072,0.09860717296600341,False
M0001,2026-01-28 01:45:00,1.397,1.4286224,0.03162236499786375,False
M0001,2026-01-28 02:00:00,1.415,1.413872,0.001127996444702184,False
M0001,2026-01-28 02:15:00,1.376,1.4415667,0.06556670570373546,False
M0001,2026-01-28 02:30:00,1.545,1.4242283,0.12077168941497796,False
M0001,2026-01-28 02:45:00,1.32,1.4539064,0.1339064168930053,False
M0001,2026-01-28 03:00:00,1.463,1.4662832,0.0032832021713256054,False
M0001,2026-01-28 03:15:00,1.582,1.4638563,0.1181436605453492,False
M0001,2026-01-28 03:30:00,1.412,1.3344069,0.07759314727783195,False
M0001,2026-01-28 03:45:00,1.158,1.4807972,0.3227971715927125,True
M0001,2026-01-28 04:00:00,1.692,1.252669,0.4393310232162475,True
M0001,2026-01-28 04:15:00,1.321,1.3560503,0.03505025291442876,False
M0001,2026-01-28 04:30:00,1.361,1.3958341,0.0348340883255005,False
M0001,2026-01-28 04:45:00,1.652,1.349443,0.3025570411682128,True
M0001,2026-01-28 05:00:00,1.088,1.5577871,0.4697870607376098,True
M0001,2026-01-28 05:15:00,1.452,1.320037,0.1319629926681518,False
M0001,2026-01-28 05:30:00,1.658,1.4584339,0.19956613349914543,True
M0001,2026-01-28 05:45:00,1.009,1.4529176,0.44391757583618174,True
M0001,2026-01-28 06:00:00,2.337,2.563651,0.22665108489990216,True
M0001,2026-01-28 06:15:00,2.58,2.4836664,0.09633358001708991,False
M0001,2026-01-28 06:30:00,2.526,2.56536,0.03936006927490254,False
M0001,2026-01-28 06:45:00,2.413,2.6147637,0.2017637367248537,True
M0001,2026-01-28 07:00:00,2.61,2.5703905,0.039609537124633665,False
M0001,2026-01-28 07:15:00,2.396,2.548939,0.15293898963928232,False
M0001,2026-01-28 07:30:00,2.454,2.5500314,0.0960314235687254,False
M0001,2026-01-28 07:45:00,2.662,2.5150754,0.14692455482482902,False
M0001,2026-01-28 08:00:00,2.532,2.5640986,0.03209859657287595,False
M0001,2026-01-28 08:15:00,2.46,2.5580847,0.0980847263336182,False
M0001,2026-01-28 08:30:00,2.685,2.5719872,0.11301284790039068,False
M0001,2026-01-28 08:45:00,2.474,2.5642717,0.09027168846130351,False
M0001,2026-01-28 09:00:00,2.651,2.838165,0.1871650447845461,True
M0001,2026-01-28 09:15:00,2.801,2.7884657,0.012534261703491367,False
M0001,2026-01-28 09:30:00,2.812,2.848255,0.03625491905212419,False
M0001,2026-01-28 09:45:00,2.573,2.8419924,0.2689923782348633,True
M0001,2026-01-28 10:00:00,2.868,2.7894661,0.07853385734558094,False
M0001,2026-01-28 10:15:00,2.83,2.8389764,0.008976383209228445,False
M0001,2026-01-28 10:30:00,2.792,2.8157337,0.023733671188354677,False
M0001,2026-01-28 10:45:00,2.924,2.8255532,0.09844682121276849,False
M0001,2026-01-28 11:00:00,2.713,2.8341362,0.12113624763488762,False
M0001,2026-01-28 11:15:00,2.787,2.834905,0.04790490913391121,False
M0001,2026-01-28 11:30:00,2.803,2.799534,0.0034659175872802095,False
M0001,2026-01-28 11:45:00,2.56,2.720305,0.16030496597290034,False
M0001,2026-01-28 12:00:00,2.99,2.7978349,0.19216512680053732,True
M0001,2026-01-28 12:15:00,2.575,2.882256,0.3072560310363768,True
M0001,2026-01-28 12:30:00,2.889,2.804589,0.08441096687316874,False
M0001,2026-01-28 12:45:00,3.069,2.8933012,0.1756987514495849,False
M0001,2026-01-28 13:00:00,2.736,2.8096533,0.07365328216552713,False
M0001,2026-01-28 13:15:00,2.932,2.7598836,0.17211635780334467,False
M0001,2026-01-28 13:30:00,2.657,2.85926,0.20226008224487302,True
M0001,2026-01-28 13:45:00,2.866,2.7561233,0.10987669563293467,False
M0001,2026-01-28 14:00:00,2.534,2.8575819,0.32358185386657734,True
M0001,2026-01-28 14:15:00,2.75,2.8090522,0.059052228927612305,False
M0001,2026-01-28 14:30:00,2.795,2.9503949,0.15539486885070808,False
M0001,2026-01-28 14:45:00,2.748,2.775512,0.027511980056762475,False
M0001,2026-01-28 15:00:00,2.734,2.943362,0.20936199760437013,True
M0001,2026-01-28 15:15:00,2.941,2.7701623,0.170837656021118,False
M0001,2026-01-28 15:30:00,2.554,2.8946097,0.3406096897125246,True
M0001,2026-01-28 15:45:00,2.863,2.8334103,0.029589736938476552,False
M0001,2026-01-28 16:00:00,2.867,2.8050706,0.06192936134338378,False
M0001,2026-01-28 16:15:00,2.714,2.8849301,0.1709301338195801,False
M0001,2026-01-28 16:30:00,2.717,2.7625213,0.04552126693725578,False
M0001,2026-01-28 16:45:00,2.667,2.766338,0.09933810997009296,False
M0001,2026-01-28 17:00:00,4.209,4.134638,0.07436216735839807,False
M0001,2026-01-28 17:15:00,4.109,4.348263,0.2392627868652344,True
M0001,2026-01-28 17:30:00,4.189,4.2998815,0.11088145828247065,False
M0001,2026-01-28 17:45:00,4.558,4.3448257,0.21317425537109358,True
M0001,2026-01-28 18:00:00,4.4,4.332387,0.06761302947998082,False
M0001,2026-01-28 18:15:00,4.263,4.266231,0.0032310600280762714,False
M0001,2026-01-28 18:30:00,4.201,4.270169,0.06916878128051795,False
M0001,2026-01-28 18:45:00,4.15,4.180772,0.03077182769775355,False
M0001,2026-01-28 19:00:00,4.356,4.1768765,0.1791234550476073,False
M0001,2026-01-28 19:15:00,4.189,4.153337,0.03566299819946295,False
M0001,2026-01-28 19:30:00,4.334,4.2591105,0.07488954925537072,False
M0001,2026-01-28 19:45:00,4.367,4.1784554,0.18854464721679687,True
M0001,2026-01-28 20:00:00,4.011,4.228329,0.21732918167114246,True
M0001,2026-01-28 20:15:00,4.192,4.1565094,0.03549060058593767,False
M0001,2026-01-28 20:30:00,4.17,4.224325,0.05432518005371101,False
M0001,2026-01-28 20:45:00,4.108,4.132772,0.024771968841553083,False
M0001,2026-01-28 21:00:00,4.249,4.196574,0.0524257888793942,False
M0001,2026-01-28 21:15:00,3.963,4.142131,0.1791308517456054,False
M0001,2026-01-28 21:30:00,4.141,4.2347255,0.09372547531127928,False
M0001,2026-01-28 21:45:00,4.159,4.2851405,0.1261405143737795,False
M0001,2026-01-28 22:00:00,1.694,2.1504261,0.4564261493682862,True
M0001,2026-01-28 22:15:00,2.006,1.9801605,0.025839525222778104,False
M0001,2026-01-28 22:30:00,1.9,1.9130193,0.013019299507141202,False
M0001,2026-01-28 22:45:00,1.885,1.9785916,0.09359156131744384,False
M0001,2026-01-28 23:00:00,2.192,2.0258977,0.16610225868225115,False
M0001,2026-01-28 23:15:00,1.983,2.0182514,0.03525141906738272,False
M0001,2026-01-28 23:30:00,1.947,2.0618865,0.11488654899597162,False
M0001,2026-01-28 23:45:00,1.923,2.052464,0.12946400833129879,False
M0001,2026-01-29 00:00:00,1.381,1.3879932,0.006993216514587397,False
M0001,2026-01-29 00:15:00,1.51,1.3009609,0.20903910160064698,True
M0001,2026-01-29 00:30:00,1.156,1.367668,0.21166803264617928,True
M0001,2026-01-29 00:45:00,1.623,1.2639478,0.35905215549468994,True
